timestamp,scenario,id,name,lat,lng,zone,slope_deg,altitude_m,rainfall_mm_hr,river_level_m,soil_saturation,historical_incident_density,population_exposure,registered_population,tourist_population,elderly_fraction,children_fraction
2025-07-15T23:00:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,37.27,2.86,0.4963,9.2,0.46,2200,100,0.18,0.23
2025-07-15T23:15:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,57.46,4.42,0.4341,2.1,0.05,200,50,0.08,0.15
2025-07-15T23:15:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,56.6,4.28,0.4296,3.0,0.09,350,100,0.1,0.18
2025-07-15T23:15:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,56.03,4.47,0.4195,4.5,0.03,120,30,0.12,0.2
2025-07-15T23:15:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,50.54,3.97,0.4535,1.8,0.072,280,80,0.09,0.16
2025-07-15T23:15:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,46.98,3.15,0.4619,5.2,0.46,1800,500,0.12,0.22
2025-07-15T23:15:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,48.91,3.06,0.48,6.1,0.56,2500,300,0.14,0.2
2025-07-15T23:15:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,45.07,3.1,0.4214,7.3,0.22,900,200,0.11,0.19
2025-07-15T23:15:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,48.74,3.03,0.5291,3.8,0.52,600,2000,0.06,0.1
2025-07-15T23:15:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,34.36,3.08,0.5022,8.0,0.92,4200,400,0.15,0.25
2025-07-15T23:15:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,33.78,3.1,0.5161,6.5,1.15,5500,250,0.16,0.24
2025-07-15T23:15:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,35.29,3.18,0.4988,5.0,0.63,3000,150,0.13,0.21
2025-07-15T23:15:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,35.05,3.01,0.5184,9.2,0.46,2200,100,0.18,0.23
2025-07-15T23:30:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,60.25,4.76,0.4552,2.1,0.05,200,50,0.08,0.15
2025-07-15T23:30:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,60.15,4.59,0.4773,3.0,0.09,350,100,0.1,0.18
2025-07-15T23:30:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,62.16,4.91,0.4545,4.5,0.03,120,30,0.12,0.2
2025-07-15T23:30:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,63.05,4.57,0.5359,1.8,0.072,280,80,0.09,0.16
2025-07-15T23:30:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,49.92,3.6,0.5024,5.2,0.46,1800,500,0.12,0.22
2025-07-15T23:30:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,53.11,3.57,0.5434,6.1,0.56,2500,300,0.14,0.2
2025-07-15T23:30:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,47.44,3.64,0.508,7.3,0.22,900,200,0.11,0.19
2025-07-15T23:30:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,51.57,3.6,0.5633,3.8,0.52,600,2000,0.06,0.1
2025-07-15T23:30:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,33.39,3.07,0.4678,8.0,0.92,4200,400,0.15,0.25
2025-07-15T23:30:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,39.61,3.05,0.5816,6.5,1.15,5500,250,0.16,0.24
2025-07-15T23:30:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,35.03,3.03,0.5392,5.0,0.63,3000,150,0.13,0.21
2025-07-15T23:30:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,36.96,3.06,0.574,9.2,0.46,2200,100,0.18,0.23
2025-07-15T23:45:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,89.38,6.16,0.5917,2.1,0.05,200,50,0.08,0.15
2025-07-15T23:45:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,85.06,5.87,0.59,3.0,0.09,350,100,0.1,0.18
2025-07-15T23:45:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,87.55,6.21,0.5794,4.5,0.03,120,30,0.12,0.2
2025-07-15T23:45:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,90.84,5.89,0.6462,1.8,0.072,280,80,0.09,0.16
2025-07-15T23:45:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,73.17,4.4,0.6363,5.2,0.46,1800,500,0.12,0.22
2025-07-15T23:45:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,72.09,4.26,0.6368,6.1,0.56,2500,300,0.14,0.2
2025-07-15T23:45:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,71.14,4.4,0.5957,7.3,0.22,900,200,0.11,0.19
2025-07-15T23:45:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,75.58,4.22,0.6807,3.8,0.52,600,2000,0.06,0.1
2025-07-15T23:45:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,53.38,3.66,0.6311,8.0,0.92,4200,400,0.15,0.25
2025-07-15T23:45:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,51.47,3.58,0.6434,6.5,1.15,5500,250,0.16,0.24
2025-07-15T23:45:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,46.8,3.74,0.6014,5.0,0.63,3000,150,0.13,0.21
2025-07-15T23:45:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,53.53,3.63,0.6786,9.2,0.46,2200,100,0.18,0.23
2025-07-16T00:00:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,83.82,6.31,0.626,2.1,0.05,200,50,0.08,0.15
2025-07-16T00:00:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,84.65,6.24,0.6799,3.0,0.09,350,100,0.1,0.18
2025-07-16T00:00:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,82.52,6.46,0.6145,4.5,0.03,120,30,0.12,0.2
2025-07-16T00:00:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,80.53,5.9,0.6226,1.8,0.072,280,80,0.09,0.16
2025-07-16T00:00:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,67.08,4.63,0.658,5.2,0.46,1800,500,0.12,0.22
2025-07-16T00:00:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,68.61,4.57,0.7218,6.1,0.56,2500,300,0.14,0.2
2025-07-16T00:00:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,70.12,4.64,0.6747,7.3,0.22,900,200,0.11,0.19
2025-07-16T00:00:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,71.6,4.53,0.7152,3.8,0.52,600,2000,0.06,0.1
2025-07-16T00:00:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,46.52,3.95,0.6354,8.0,0.92,4200,400,0.15,0.25
2025-07-16T00:00:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,49.42,3.84,0.6671,6.5,1.15,5500,250,0.16,0.24
2025-07-16T00:00:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,50.91,4.02,0.6459,5.0,0.63,3000,150,0.13,0.21
2025-07-16T00:00:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,46.86,3.83,0.7053,9.2,0.46,2200,100,0.18,0.23
2025-07-16T00:15:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,98.06,7.29,0.7398,2.1,0.05,200,50,0.08,0.15
2025-07-16T00:15:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,97.14,7.1,0.7701,3.0,0.09,350,100,0.1,0.18
2025-07-16T00:15:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,98.69,7.36,0.705,4.5,0.03,120,30,0.12,0.2
2025-07-16T00:15:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,98.76,7.0,0.8334,1.8,0.072,280,80,0.09,0.16
2025-07-16T00:15:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,82.58,5.21,0.7713,5.2,0.46,1800,500,0.12,0.22
2025-07-16T00:15:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,83.72,5.17,0.7764,6.1,0.56,2500,300,0.14,0.2
2025-07-16T00:15:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,84.05,5.29,0.7804,7.3,0.22,900,200,0.11,0.19
2025-07-16T00:15:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,82.66,5.07,0.8253,3.8,0.52,600,2000,0.06,0.1
2025-07-16T00:15:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,57.13,4.58,0.7488,8.0,0.92,4200,400,0.15,0.25
2025-07-16T00:15:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,60.93,4.47,0.7569,6.5,1.15,5500,250,0.16,0.24
2025-07-16T00:15:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,58.16,4.62,0.7544,5.0,0.63,3000,150,0.13,0.21
2025-07-16T00:15:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,58.32,4.57,0.7844,9.2,0.46,2200,100,0.18,0.23
2025-07-16T00:30:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,96.74,7.59,0.7981,2.1,0.05,200,50,0.08,0.15
2025-07-16T00:30:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,98.04,7.59,0.8524,3.0,0.09,350,100,0.1,0.18
2025-07-16T00:30:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,98.86,7.89,0.7614,4.5,0.03,120,30,0.12,0.2
2025-07-16T00:30:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,97.64,7.42,0.8366,1.8,0.072,280,80,0.09,0.16
2025-07-16T00:30:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,83.11,6.31,0.8171,5.2,0.46,1800,500,0.12,0.22
2025-07-16T00:30:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,82.99,6.25,0.8818,6.1,0.56,2500,300,0.14,0.2
2025-07-16T00:30:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,79.97,6.33,0.7987,7.3,0.22,900,200,0.11,0.19
2025-07-16T00:30:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,81.53,6.12,0.8789,3.8,0.52,600,2000,0.06,0.1
2025-07-16T00:30:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,57.24,5.34,0.8153,8.0,0.92,4200,400,0.15,0.25
2025-07-16T00:30:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,55.73,5.2,0.869,6.5,1.15,5500,250,0.16,0.24
2025-07-16T00:30:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,57.77,5.37,0.8538,5.0,0.63,3000,150,0.13,0.21
2025-07-16T00:30:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,57.02,5.21,0.8389,9.2,0.46,2200,100,0.18,0.23
2025-07-16T00:45:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,111.81,8.15,0.8761,2.1,0.05,200,50,0.08,0.15
2025-07-16T00:45:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,115.7,8.24,0.8635,3.0,0.09,350,100,0.1,0.18
2025-07-16T00:45:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,113.04,8.57,0.8384,4.5,0.03,120,30,0.12,0.2
2025-07-16T00:45:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,113.51,7.85,0.8943,1.8,0.072,280,80,0.09,0.16
2025-07-16T00:45:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,97.72,6.14,0.8835,5.2,0.46,1800,500,0.12,0.22
2025-07-16T00:45:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,97.84,6.04,0.9396,6.1,0.56,2500,300,0.14,0.2
2025-07-16T00:45:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,98.3,6.21,0.844,7.3,0.22,900,200,0.11,0.19
2025-07-16T00:45:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,97.81,5.97,0.9481,3.8,0.52,600,2000,0.06,0.1
2025-07-16T00:45:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,67.18,5.19,0.8515,8.0,0.92,4200,400,0.15,0.25
2025-07-16T00:45:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,69.01,5.18,0.8847,6.5,1.15,5500,250,0.16,0.24
2025-07-16T00:45:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,66.86,5.27,0.8459,5.0,0.63,3000,150,0.13,0.21
2025-07-16T00:45:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,67.67,5.13,0.92,9.2,0.46,2200,100,0.18,0.23
2025-07-16T01:00:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,104.55,7.95,0.8385,2.1,0.05,200,50,0.08,0.15
2025-07-16T01:00:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,104.55,7.89,0.8651,3.0,0.09,350,100,0.1,0.18
2025-07-16T01:00:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,104.65,8.2,0.7666,4.5,0.03,120,30,0.12,0.2
2025-07-16T01:00:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,104.48,7.48,0.8793,1.8,0.072,280,80,0.09,0.16
2025-07-16T01:00:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,89.99,6.6,0.8358,5.2,0.46,1800,500,0.12,0.22
2025-07-16T01:00:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,88.24,6.39,0.8556,6.1,0.56,2500,300,0.14,0.2
2025-07-16T01:00:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,89.58,6.7,0.8459,7.3,0.22,900,200,0.11,0.19
2025-07-16T01:00:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,92.16,6.38,0.8702,3.8,0.52,600,2000,0.06,0.1
2025-07-16T01:00:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,61.95,5.29,0.8179,8.0,0.92,4200,400,0.15,0.25
2025-07-16T01:00:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,61.37,5.31,0.8625,6.5,1.15,5500,250,0.16,0.24
2025-07-16T01:00:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,64.77,5.4,0.8053,5.0,0.63,3000,150,0.13,0.21
2025-07-16T01:00:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,59.24,5.29,0.86,9.2,0.46,2200,100,0.18,0.23
2025-07-16T01:15:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,100.27,7.82,0.8148,2.1,0.05,200,50,0.08,0.15
2025-07-16T01:15:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,106.28,7.83,0.8686,3.0,0.09,350,100,0.1,0.18
2025-07-16T01:15:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,106.84,8.14,0.8344,4.5,0.03,120,30,0.12,0.2
2025-07-16T01:15:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,106.11,7.63,0.8583,1.8,0.072,280,80,0.09,0.16
2025-07-16T01:15:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,88.59,6.51,0.846,5.2,0.46,1800,500,0.12,0.22
2025-07-16T01:15:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,87.96,6.34,0.8521,6.1,0.56,2500,300,0.14,0.2
2025-07-16T01:15:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,89.25,6.68,0.8198,7.3,0.22,900,200,0.11,0.19
2025-07-16T01:15:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,88.82,6.25,0.8569,3.8,0.52,600,2000,0.06,0.1
2025-07-16T01:15:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,63.92,5.88,0.8221,8.0,0.92,4200,400,0.15,0.25
2025-07-16T01:15:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,62.45,5.83,0.863,6.5,1.15,5500,250,0.16,0.24
2025-07-16T01:15:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,60.33,6.06,0.8494,5.0,0.63,3000,150,0.13,0.21
2025-07-16T01:15:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,63.49,5.7,0.8672,9.2,0.46,2200,100,0.18,0.23
2025-07-16T01:30:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,104.06,8.01,0.8306,2.1,0.05,200,50,0.08,0.15
2025-07-16T01:30:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,104.32,7.86,0.8079,3.0,0.09,350,100,0.1,0.18
2025-07-16T01:30:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,101.02,8.02,0.7854,4.5,0.03,120,30,0.12,0.2
2025-07-16T01:30:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,107.01,7.7,0.9332,1.8,0.072,280,80,0.09,0.16
2025-07-16T01:30:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,85.48,7.03,0.8571,5.2,0.46,1800,500,0.12,0.22
2025-07-16T01:30:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,85.21,6.82,0.9015,6.1,0.56,2500,300,0.14,0.2
2025-07-16T01:30:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,86.84,7.13,0.8488,7.3,0.22,900,200,0.11,0.19
2025-07-16T01:30:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,87.53,6.66,0.8752,3.8,0.52,600,2000,0.06,0.1
2025-07-16T01:30:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,57.89,5.84,0.8325,8.0,0.92,4200,400,0.15,0.25
2025-07-16T01:30:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,61.01,5.74,0.8765,6.5,1.15,5500,250,0.16,0.24
2025-07-16T01:30:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,61.43,5.84,0.8025,5.0,0.63,3000,150,0.13,0.21
2025-07-16T01:30:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,61.48,5.63,0.8764,9.2,0.46,2200,100,0.18,0.23
2025-07-16T01:45:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,104.53,8.0,0.8165,2.1,0.05,200,50,0.08,0.15
2025-07-16T01:45:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,108.72,7.97,0.8612,3.0,0.09,350,100,0.1,0.18
2025-07-16T01:45:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,107.58,8.29,0.7995,4.5,0.03,120,30,0.12,0.2
2025-07-16T01:45:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,108.41,7.69,0.8851,1.8,0.072,280,80,0.09,0.16
2025-07-16T01:45:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,85.34,6.7,0.8679,5.2,0.46,1800,500,0.12,0.22
2025-07-16T01:45:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,87.92,6.55,0.8876,6.1,0.56,2500,300,0.14,0.2
2025-07-16T01:45:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,91.76,6.88,0.8626,7.3,0.22,900,200,0.11,0.19
2025-07-16T01:45:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,86.91,6.47,0.91,3.8,0.52,600,2000,0.06,0.1
2025-07-16T01:45:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,62.01,6.03,0.8389,8.0,0.92,4200,400,0.15,0.25
2025-07-16T01:45:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,63.57,5.98,0.8301,6.5,1.15,5500,250,0.16,0.24
2025-07-16T01:45:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,59.7,6.16,0.8414,5.0,0.63,3000,150,0.13,0.21
2025-07-16T01:45:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,65.82,5.85,0.8617,9.2,0.46,2200,100,0.18,0.23
2025-07-16T02:00:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,103.77,7.9,0.8182,2.1,0.05,200,50,0.08,0.15
2025-07-16T02:00:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,101.62,7.77,0.8399,3.0,0.09,350,100,0.1,0.18
2025-07-16T02:00:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,104.2,8.06,0.7954,4.5,0.03,120,30,0.12,0.2
2025-07-16T02:00:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,100.47,7.4,0.8566,1.8,0.072,280,80,0.09,0.16
2025-07-16T02:00:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,82.5,6.71,0.8444,5.2,0.46,1800,500,0.12,0.22
2025-07-16T02:00:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,84.48,6.55,0.8483,6.1,0.56,2500,300,0.14,0.2
2025-07-16T02:00:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,82.57,6.89,0.8405,7.3,0.22,900,200,0.11,0.19
2025-07-16T02:00:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,80.73,6.37,0.8486,3.8,0.52,600,2000,0.06,0.1
2025-07-16T02:00:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,57.79,6.03,0.8217,8.0,0.92,4200,400,0.15,0.25
2025-07-16T02:00:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,57.25,6.04,0.8117,6.5,1.15,5500,250,0.16,0.24
2025-07-16T02:00:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,59.23,6.19,0.8033,5.0,0.63,3000,150,0.13,0.21
2025-07-16T02:00:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,58.0,6.01,0.8436,9.2,0.46,2200,100,0.18,0.23
2025-07-16T02:15:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,113.44,8.33,0.8669,2.1,0.05,200,50,0.08,0.15
2025-07-16T02:15:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,113.75,8.22,0.8826,3.0,0.09,350,100,0.1,0.18
2025-07-16T02:15:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,113.8,8.55,0.813,4.5,0.03,120,30,0.12,0.2
2025-07-16T02:15:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,116.59,8.0,0.9108,1.8,0.072,280,80,0.09,0.16
2025-07-16T02:15:00,cloudburst,midvalley_01,Valley Temple Town,33.38,75.68,midvalley,22,2400,97.48,6.71,0.8559,5.2,0.46,1800,500,0.12,0.22
2025-07-16T02:15:00,cloudburst,midvalley_02,Bridge Market Colony,33.36,75.71,midvalley,18,2200,99.04,6.5,0.9025,6.1,0.56,2500,300,0.14,0.2
2025-07-16T02:15:00,cloudburst,midvalley_03,River Bend Settlement,33.37,75.66,midvalley,25,2300,93.64,6.8,0.8662,7.3,0.22,900,200,0.11,0.19
2025-07-16T02:15:00,cloudburst,midvalley_04,Pilgrim Rest Camp,33.35,75.73,midvalley,15,2100,96.58,6.37,0.9372,3.8,0.52,600,2000,0.06,0.1
2025-07-16T02:15:00,cloudburst,downstream_01,Riverside Colony,33.31,75.77,downstream,10,1800,68.82,6.47,0.8361,8.0,0.92,4200,400,0.15,0.25
2025-07-16T02:15:00,cloudburst,downstream_02,Lower Falls Township,33.3,75.8,downstream,8,1700,67.34,6.36,0.8665,6.5,1.15,5500,250,0.16,0.24
2025-07-16T02:15:00,cloudburst,downstream_03,Delta Market Village,33.29,75.75,downstream,12,1850,67.43,6.53,0.8588,5.0,0.63,3000,150,0.13,0.21
2025-07-16T02:15:00,cloudburst,downstream_04,Flood Plain Hamlet,33.28,75.82,downstream,5,1600,64.48,6.32,0.9034,9.2,0.46,2200,100,0.18,0.23
2025-07-16T02:30:00,cloudburst,upstream_01,Glacier View Station,33.45,75.6,upstream,38,3200,101.63,7.86,0.8048,2.1,0.05,200,50,0.08,0.15
2025-07-16T02:30:00,cloudburst,upstream_02,Pine Ridge Outpost,33.43,75.63,upstream,35,3050,100.83,7.65,0.8228,3.0,0.09,350,100,0.1,0.18
2025-07-16T02:30:00,cloudburst,upstream_03,Eagle Cliff Village,33.41,75.58,upstream,42,3400,98.87,7.88,0.7683,4.5,0.03,120,30,0.12,0.2
2025-07-16T02:30:00,cloudburst,upstream_04,Snowmelt Creek Base,33.44,75.65,upstream,30,2900,100.11,7.47,0.836,1.8,0.072,280,80,0.09,0.16
